rank,category,modality,name,number,country,event_name,Qualification,Semi-Final,Final
67,Women,Boulder,Heloïse DOUMONT,222 •,BEL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T4z 0 16 (34),,
67,Women,Boulder,Anouck JAUBERT,291 •,FRA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 4 (34),,
67,Women,Boulder,Heeyeon PARK,292 •,KOR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 4 (34),,
70,Women,Boulder,Julia MEIJER,233 •,NED,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 9 (35),,
71,Women,Boulder,Anastasiia EVGENEVA,273 •,RUS,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (36),,
71,Women,Boulder,Natalia KALUCKA,234 •,POL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T3z 0 15 (36),,
73,Women,Boulder,Katrin AMANN,236 •,SWE,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 4 (37),,
73,Women,Boulder,Aliaksandra MISIUKEVICH,272 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 9 (37),,
75,Women,Boulder,Zhuoying CHEN,232 •,CHN,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 5 (38),,
75,Women,Boulder,Salsabila SALSABILA,280 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 12 (38),,
77,Women,Boulder,Nasim BIYARJOMANDY,286 •,IRI,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (39),,
77,Women,Boulder,Nurul IQAMAH,244 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T2z 0 6 (39),,
77,Women,Boulder,Nikki VAN BERGEN,274 •,NED,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (39),,
77,Women,Boulder,Wai-ping YU,276 •,HKG,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (39),,
81,Women,Boulder,Aleksandra KALUCKA,239 •,POL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 1 (40),,
82,Women,Boulder,Elena VERETENNIKOVA,245 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 3 (41),,
83,Women,Boulder,Valiantsina CHAMIAKINA,227 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 4 (42),,
83,Women,Boulder,Andrea ROJAS,282 •,ECU,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 3 (42),,
85,Women,Boulder,Assel MARLENOVA,237 •,KAZ,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 9 (43),,
85,Women,Boulder,Choirul UMI CAHYANING AYUB,289 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 7 (43),,
87,Women,Boulder,Patrycja CHUDZIAK,290 •,POL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (44),,
87,Women,Boulder,Volha RAK,277 •,BLR,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (44),,
87,Women,Boulder,Hannah SEALY-FISHER,240 •,RSA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T1z 0 11 (44),,
87,Women,Boulder,Aries SUSANTI RAHAYU,271 •,INA,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (44),,
91,Women,Boulder,Margarita AGAMBAYEVA,228 •,KAZ,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (45),,
91,Women,Boulder,Anna BROZEK,226 •,POL,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019",0T0z 0 0 (45),,
1,Men,Boulder,Jan HOJER,41 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b7 (1),3t8 4b7 (5),3t7 3b7 (1)
2,Men,Boulder,Dmitrii SHARAFUTDINOV,1 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t14 5b13 (7),3t4 4b6 (2),3t10 4b14 (2)
3,Men,Boulder,Kilian FISCHHUBER,2 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b9 (5),3t7 4b7 (4),2t7 2b7 (3)
4,Men,Boulder,Rei SUGIMOTO,4 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b8 (3),3t12 4b11 (6),2t23 3b22 (4)
5,Men,Boulder,Tsukuru HORI,47 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t15 5b14 (3),3t7 4b6 (3),0t 2b11 (5)
6,Men,Boulder,Jernej KRUDER,5 •,SLO,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t8 5b8 (2),4t12 4b7 (1),0t 0b (6)
7,Men,Boulder,Gabriele MORONI,75 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 5b8 (4),3t12 3b9 (7),
8,Men,Boulder,Makoto YAMAUCHI,52 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t11 4b5 (9),3t12 3b10 (8),
9,Men,Boulder,Andrzej MECHERZYNSKI-WIKTOR,11 •,POL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b8 (3),2t3 4b7 (9),
10,Men,Boulder,Guillaume GLAIRON MONDET,44 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t8 4b5 (7),2t3 3b8 (10),
11,Men,Boulder,Martin STRANIK,17 •,CZE,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t15 5b15 (9),2t4 3b7 (11),
12,Men,Boulder,Rolands RUGENS,10 •,LAT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t6 5b5 (1),2t6 4b19 (12),
13,Men,Boulder,Kipras BALTRUNAS,76 •,LTU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t8 5b8 (6),2t8 3b5 (13),
14,Men,Boulder,Stefan DANKER,14 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 5b7 (10),2t9 3b11 (14),
15,Men,Boulder,Rustam GELMANOV,42 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b10 (2),1t1 3b3 (15),
16,Men,Boulder,James KASSAY,48 •,AUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t9 4b7 (8),1t3 3b8 (16),
17,Men,Boulder,Jeremy BONDER,45 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t7 5b7 (5),1t4 3b5 (17),
18,Men,Boulder,Kevin HEINIGER,67 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t5 4b15 (10),1t4 2b5 (18),
19,Men,Boulder,Tomoa NARASAKI,29 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t15 5b12 (8),1t6 4b11 (19),
20,Men,Boulder,Benjamin BLASER,20 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t14 5b9 (6),0t 2b4 (20),
21,Men,Boulder,Mathias CONRAD,37 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 5b9 (11),,
21,Men,Boulder,Sean MCCOLL,3 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 5b9 (11),,
21,Men,Boulder,Thomas TAUPORN,46 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t6 4b5 (11),,
24,Men,Boulder,Gholamali BARATZADEH,55 •,IRI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t7 4b12 (12),,
25,Men,Boulder,Kevin HEMUND,78 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t8 4b11 (13),,
25,Men,Boulder,Vadim TIMONOV,12 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 5b11 (13),,
27,Men,Boulder,Thomas FARRELL,34 •,AUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t8 5b13 (14),,
27,Men,Boulder,Arman TER-MINASYAN,51 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t9 3b7 (14),,
29,Men,Boulder,Marco Antonio JUBES ANGARITA,56 •,ESP,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t12 3b11 (15),,
29,Men,Boulder,Alban LEVIER,13 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t9 5b10 (15),,
31,Men,Boulder,Thomas CALEYRON,8 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t9 5b12 (16),,
31,Men,Boulder,Jorg VERHOEVEN,43 •,NED,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t2 4b4 (16),,
33,Men,Boulder,Vlas GAVRILOV,15 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t11 4b7 (17),,
33,Men,Boulder,Domen SKOFIC,60 •,SLO,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t3 4b12 (17),,
35,Men,Boulder,Jonas BAUMANN,9 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t12 5b12 (18),,
35,Men,Boulder,Alfons DORNAUER,65 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t4 3b11 (18),,
37,Men,Boulder,Kokoro FUJII,50 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 4b10 (19),,
37,Men,Boulder,Sebastien LAZURE,18 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t12 5b13 (19),,
39,Men,Boulder,Jan CHVALA,35 •,CZE,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t12 4b10 (20),,
39,Men,Boulder,Nicky DE LEEUW,53 •,NED,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 3b5 (20),,
41,Men,Boulder,Jakub GLOWKA,16 •,POL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t13 5b15 (21),,
41,Men,Boulder,Dimitri VOGT,77 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 2b5 (21),,
41,Men,Boulder,Elias WEILER,69 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 2b5 (21),,
44,Men,Boulder,Franz KRAKENBERGER,22 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t15 5b14 (22),,
45,Men,Boulder,Carlos Jose CATARI RAMONES,28 •,ESP,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t16 4b13 (23),,
45,Men,Boulder,Michael PICCOLRUAZ,54 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t6 4b10 (23),,
47,Men,Boulder,David BARRANS,49 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t7 4b17 (24),,
47,Men,Boulder,Ignacio SANCHEZ GONZÁLEZ,19 •,ESP,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t19 5b20 (24),,
49,Men,Boulder,Matthew COUSINS,61 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t8 3b13 (25),,
49,Men,Boulder,Jakub JODLOWSKI,24 •,POL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t21 4b17 (25),,
51,Men,Boulder,Kenneth ELVEGÅRD,63 •,NOR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t8 2b8 (26),,
51,Men,Boulder,Mauricio HUERTA,7 •,MEX,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t5 4b7 (26),,
53,Men,Boulder,Piotr BUNSCH,57 •,POL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 2b5 (27),,
53,Men,Boulder,Stefan SCARPERI,6 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t5 3b5 (27),,
55,Men,Boulder,Vilimantas PETRASIUNAS,21 •,LTU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t9 4b11 (28),,
55,Men,Boulder,Joel ZERR,58 •,USA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t2 2b4 (28),,
57,Men,Boulder,Jurijs KRASANOVS,62 •,LAT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t2 1b2 (29),,
57,Men,Boulder,Thilo Jeldrik SCHRÖTER,27 •,NOR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t2 4b10 (29),,
59,Men,Boulder,Mojtaba KHODAEIDAMERCHIDARSI,38 •,IRI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t3 2b3 (30),,
59,Men,Boulder,Marco MÜLLER,64 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t5 2b5 (30),,
61,Men,Boulder,George MARIS,70 •,ROU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 2b4 (31),,
61,Men,Boulder,Moritz WALDLEBEN,39 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t4 2b4 (31),,
63,Men,Boulder,Stepan STRANIK,66 •,CZE,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 2b11 (32),,
63,Men,Boulder,Andrea ZANONE,32 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 4b12 (32),,
65,Men,Boulder,Bjørn ARNEL IISAGER,36 •,DEN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t5 3b5 (33),,
65,Men,Boulder,Stefan BEDNAR,74 •,SVK,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 1b2 (33),,
67,Men,Boulder,Alex KHAZANOV,72 •,ISR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 1b4 (34),,
67,Men,Boulder,Reza KOLASANGIAN,33 •,IRI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t10 3b13 (34),,
69,Men,Boulder,Tomas GREKSAK,73 •,SVK,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 1b9 (35),,
69,Men,Boulder,Olivier HEQUIN,31 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 3b4 (35),,
71,Men,Boulder,Santiago DE ALBA FLORES,59 •,MEX,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 0b (36),,
71,Men,Boulder,Dmitrijus MONASTYRECKIS,71 •,LTU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 0b (36),,
71,Men,Boulder,Elko SCHELLINGERHOUT,25 •,NED,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 2b2 (36),,
71,Men,Boulder,Ondrej SVUB,68 •,SVK,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 0b (36),,
75,Men,Boulder,Marvin SILVA KÜHNE,23 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 2b6 (37),,
76,Men,Boulder,Léon GENECAND,30 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 1b1 (38),,
77,Men,Boulder,Bogdan RUS,26 •,ROU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 2b16 (39),,
1,Women,Boulder,Shauna COXSEY,142 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t9 5b9 (2),3t7 3b4 (1),4t10 4b10 (1)
2,Women,Boulder,Anna STÖHR,101 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t8 5b8 (1),3t8 4b6 (2),4t12 4b8 (2)
3,Women,Boulder,Juliane WURM,103 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t11 5b9 (3),3t8 4b7 (3),3t11 3b7 (3)
4,Women,Boulder,Akiyo NOGUCHI,141 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t13 5b12 (5),3t11 4b10 (4),2t3 2b3 (4)
5,Women,Boulder,Alex PUCCIO,102 •,USA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t9 5b7 (2),2t4 3b5 (5),1t3 3b6 (5)
6,Women,Boulder,Rebekka STOTZ,111 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t9 5b13 (9),2t6 3b6 (6),0t 0b (6)
7,Women,Boulder,Mina MARKOVIC,105 •,SLO,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t8 4b9 (8),1t1 3b4 (7),
8,Women,Boulder,Miho NONAKA,162 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t10 5b10 (3),1t2 3b7 (8),
9,Women,Boulder,Anna VOLLENWYDER,127 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t9 4b8 (10),1t3 3b6 (9),
10,Women,Boulder,Momoka ODA,104 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t11 4b10 (5),1t3 3b8 (10),
11,Women,Boulder,Jenny LAVARDA,150 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t11 5b8 (4),0t 3b5 (11),
12,Women,Boulder,Marine THÉVENET,108 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t13 5b7 (4),0t 3b7 (12),
13,Women,Boulder,Yulia ABRAMCHUK,151 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t7 5b11 (9),0t 3b9 (13),
14,Women,Boulder,Berit SCHWAIGER,153 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t5 5b8 (7),0t 3b12 (14),
15,Women,Boulder,Melissa LE NEVE,143 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t4 5b13 (6),0t 3b13 (15),
16,Women,Boulder,Mélanie SANDOZ,107 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t12 5b14 (6),0t 2b4 (16),
17,Women,Boulder,Katja DEBEVEC,170 •,SLO,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t7 4b4 (10),0t 2b6 (17),
18,Women,Boulder,Petra KLINGLER,147 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,5t8 5b8 (1),0t 2b8 (18),
19,Women,Boulder,Elizabeth ASHER,169 •,USA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t6 4b4 (8),0t 1b2 (19),
20,Women,Boulder,Natalie BÄRTSCHI,125 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t8 5b12 (7),0t 1b3 (20),
21,Women,Boulder,Mina LESLIE-WUJASTYK,146 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t8 4b6 (11),,
21,Women,Boulder,Vera ZIJLSTRA,109 •,NED,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t3 4b10 (11),,
23,Women,Boulder,Fanny GIBERT,149 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t8 4b7 (12),,
23,Women,Boulder,Michaela TRACY,118 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t3 4b12 (12),,
25,Women,Boulder,Chloe CAULIER,155 •,BEL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t10 4b7 (13),,
25,Women,Boulder,Patricia HOLZMANN,115 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t4 4b15 (13),,
27,Women,Boulder,Andrea EBNER,154 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t11 4b6 (14),,
27,Women,Boulder,Miura HAWKINS,117 •,USA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t4 4b17 (14),,
29,Women,Boulder,Diane MERRICK,113 •,GBR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t4 3b9 (15),,
29,Women,Boulder,Aya ONOE,145 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t13 4b9 (15),,
31,Women,Boulder,Alma BESTVATER,116 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t6 4b11 (16),,
31,Women,Boulder,Camille FAILLE,163 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t13 4b10 (16),,
33,Women,Boulder,Anna GALLYAMOVA,148 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,4t14 4b14 (17),,
33,Women,Boulder,Hélène JANICOT,128 •,FRA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t7 3b9 (17),,
35,Women,Boulder,Ekaterina KIPRIIANOVA,152 •,RUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t3 5b9 (18),,
35,Women,Boulder,Monika RETSCHY,106 •,GER,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t8 5b12 (18),,
37,Women,Boulder,Hannah MIDTBOE,126 •,NOR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t9 5b15 (19),,
37,Women,Boulder,Katharina SAURWEIN,144 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,3t10 4b7 (19),,
39,Women,Boulder,Alexandra LADURNER,165 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t11 4b15 (20),,
39,Women,Boulder,Petra RUZICKOVA,122 •,CZE,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,2t10 5b31 (20),,
41,Women,Boulder,Sabine BACHER,110 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 3b10 (21),,
41,Women,Boulder,Jara SPÄTE,166 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 3b6 (21),,
43,Women,Boulder,Malgorzata RUDZINSKA,131 •,POL,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 3b13 (22),,
43,Women,Boulder,Karoline SINNHUBER,160 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t2 4b12 (22),,
45,Women,Boulder,Jelisa DUNBAR,120 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 3b15 (23),,
45,Women,Boulder,Andrea KÜMIN,159 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t3 4b7 (23),,
47,Women,Boulder,Erica CARLSON,119 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 1b1 (24),,
47,Women,Boulder,Yuki MATSUSHIMA,158 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t3 3b13 (24),,
47,Women,Boulder,Thomasina PIDGEON,129 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t1 1b1 (24),,
50,Women,Boulder,Claire KASSAY,157 •,AUS,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t5 2b5 (25),,
50,Women,Boulder,Nadja PFISTER,168 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t5 2b5 (25),,
52,Women,Boulder,Mária ČELKOVÁ,124 •,SVK,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t2 3b7 (26),,
53,Women,Boulder,Kaori HOSONO,156 •,JPN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 3b4 (27),,
53,Women,Boulder,Anne-sophie KOLLER,164 •,SUI,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 3b4 (27),,
53,Women,Boulder,Julia PINGGERA,123 •,AUT,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t2 3b11 (27),,
56,Women,Boulder,Or COHEN,130 •,ISR,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t5 1b3 (28),,
57,Women,Boulder,Annalisa DE MARCO,112 •,ITA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t6 2b9 (29),,
57,Women,Boulder,Samantha LI,121 •,CAN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,1t6 2b9 (29),,
57,Women,Boulder,Katrine VANDET SALLING,161 •,DEN,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 2b3 (29),,
60,Women,Boulder,Teresa TROYA GIL,171 •,ESP,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 2b6 (30),,
61,Women,Boulder,Antonia Ioana TRIFU,172 •,ROU,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 1b1 (31),,
62,Women,Boulder,Watchareewan TOMAS,167 •,THA,IFSC Climbing Worldcup (B) - Grindelwald (SUI) 2014,0t 1b4 (32),,
1,Men,Speed,Reza ALIPOUR SHENAZANDIFARD,,IRI,IFSC Climbing World Championships - Innsbruck (AUT) 2018,5.726 (1),,5.63 (1)
2,Men,Speed,Bassa MAWEM,,FRA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,5.874 (2),,FALL (2)
3,Men,Speed,Stanislav KOKORIN,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.044 (5),,6.02 (3)
4,Men,Speed,Qixin ZHONG,,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.114 (6),,FALL (4)
5,Men,Speed,Vladislav DEULIN,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.016 (4),,5.90 (5)
6,Men,Speed,Kostiantyn PAVLENKO,,UKR,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.220 (8),,6.02 (6)
7,Men,Speed,Aleksandr SHIKOV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,5.891 (3),,6.36 (7)
8,Men,Speed,Jan KRIZ,,CZE,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.276 (10),,6.46 (8)
9,Men,Speed,Penghui LIN,,CHN,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.359 (14),,6.04 (9)
10,Men,Speed,Marcin DZIENSKI,,POL,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.288 (11),,6.42 (10)
11,Men,Speed,Aleksandr SHILOV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.304 (12),,6.43 (11)
12,Men,Speed,Jordan FISHMAN,,USA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.383 (16),,8.97 (12)
13,Men,Speed,Dmitrii TIMOFEEV,,RUS,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.331 (13),,12.23 (13)
14,Men,Speed,Ludovico FOSSALI,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.193 (7),,FALSE START (14)
15,Men,Speed,Leonardo GONTERO,,ITA,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.259 (9),,FALL (15)
16,Men,Speed,Amir MAIMURATOV,,KAZ,IFSC Climbing World Championships - Innsbruck (AUT) 2018,6.373 (15),,FALSE START (16)
